timestamp_ms,open,high,low,close,volume
1728385200000,62519.77,62533.34,62471.24,62509.99,35.449140
1728719100000,62754.83,62770.61,62736.81,62770.61,26.825740
1729080600000,67867.98,68012.00,67867.98,67936.00,141.963360
1725642600000,54116.83,54288.68,54085.71,54288.68,354.264900
1726280100000,60486.52,60496.00,60439.05,60439.05,69.451900
1727310300000,63235.00,63281.40,63234.99,63263.38,30.165240
1728473100000,62132.01,62155.99,62132.00,62155.36,16.441060
1728622800000,60699.99,60770.00,60699.99,60748.15,59.190070
1729270200000,68751.99,68860.00,68740.01,68859.99,70.928470
1729458300000,68765.26,68800.00,68720.00,68740.00,30.294850
1724113200000,59479.45,59850.00,59448.00,59831.98,801.792030
1724673600000,63859.00,63899.00,63843.05,63892.30,152.005320
1724950500000,60244.01,60331.71,60240.00,60295.00,314.931300
1726716900000,62043.18,62158.27,62043.18,62130.00,145.315060
1727393400000,64950.01,64980.00,64920.00,64979.99,41.315140
1728117600000,62112.94,62112.95,62090.00,62090.01,17.047250
1728789000000,62828.99,62840.00,62819.72,62819.72,9.648930
1728879300000,64218.04,64218.04,64082.37,64162.37,198.050880
1722950400000,54714.00,54776.00,54371.94,54504.00,1118.067810
1723475100000,60472.63,60510.20,60150.30,60189.74,374.640690
1724329200000,61115.48,61243.15,61115.47,61238.45,238.815360
1728164400000,61896.25,61939.40,61896.25,61939.39,13.245230
1729375500000,68220.12,68268.00,68203.18,68248.00,21.941950
1729382700000,68393.93,68443.99,68393.36,68393.36,91.952170
1730164200000,69903.15,69927.80,69850.00,69884.50,47.706630
1730284800000,72399.92,72457.57,72390.01,72449.17,153.277800
1723156200000,61000.00,61318.60,60895.05,61183.06,962.908530
1724709000000,63064.00,63245.99,63036.00,63230.01,408.636390
1725175500000,58142.00,58164.00,58131.12,58141.11,28.880640
1725349200000,59064.00,59126.57,59052.00,59101.00,58.664560
1725363600000,59024.48,59074.00,59019.00,59024.99,65.679120
1725992400000,57704.44,57704.45,57487.00,57636.00,440.031440
1726740900000,62486.00,62486.00,62430.00,62433.97,115.245600
1724401800000,61213.25,61224.76,61154.66,61208.00,183.308250
1726058700000,56498.00,56594.00,56279.42,56564.00,643.934120
1727449500000,66272.73,66317.58,66182.01,66261.32,183.284340
1727901600000,60684.00,60844.25,60584.69,60790.00,227.627060
1729553100000,67529.09,67551.30,67513.76,67513.77,38.375000
1729760100000,66894.00,66943.30,66850.00,66852.87,91.640690
1730353500000,72324.81,72324.82,72286.80,72286.80,45.200030
1724112300000,59448.00,59448.01,59366.00,59376.24,82.680420
1724383800000,60597.68,60620.00,60576.50,60620.00,62.178570
1726766700000,63341.67,63406.28,63289.78,63388.00,195.686140
1728683100000,62977.31,62992.41,62948.94,62974.99,43.805450
1729196700000,67066.00,67120.86,67020.00,67119.36,43.471580
1729260600000,68494.03,68502.78,68020.27,68070.00,471.597490
1730050800000,67939.39,67946.00,67843.41,67850.01,67.040010
